questionId,tradeId,userId,tradedAt,newValue,resolvedAt,resolveValue,Brier,set,active,timeToRes,timeSinceActive,inExp,firstActive,quarter,brierDiff,diffWeight
343,106062,59,12/12/2014 8:43,"0.09999999,0.90000004",3/4/2015 23:59,"[0, 1]",0.01999999,B,Y,82.63651278,5.36347565,in,1st,2,0.010199991,0.003761574
420,106061,10027,12/12/2014 8:43,"0.30999994,0.69",3/4/2015 23:59,"[0, 1]",0.192199963,A,N,82.63678426,35.36320416,in,NA,2,-0.119850053,0.001898148
420,106065,59,12/12/2014 8:45,"0.36999995,0.63000005",3/4/2015 23:59,"[0, 1]",0.273799926,A,N,82.63488653,35.36510189,in,NA,2,0.081599963,0.001921296
924,106066,10027,12/12/2014 8:46,"0.82785547,0.14010331,0.0104565695,0.010689022,0.010919185",1/11/2015 23:59,"[1, 0, 0, 0, 0]",0.015622495,B,Y,30.63425093,5.3657375,in,1st,2,-0.005203167,0.622916667
343,106068,10027,12/12/2014 8:48,"0.08000002,0.91999996",3/4/2015 23:59,"[0, 1]",0.01280001,B,Y,82.63274486,5.367243566,in,1st,2,-0.00719998,0.338506944
420,106067,10027,12/12/2014 8:48,"0.34,0.66",3/4/2015 23:59,"[0, 1]",0.2312,A,N,82.63297185,35.36701658,in,NA,2,-0.042599926,0.463576389
1038,106072,10027,12/12/2014 8:52,"0.25000003,0.75",2/28/2015 23:59,"[0, 1]",0.125000015,B,Y,78.63021328,5.369775148,in,1st,2,-0.031799895,2.585011574
352,106073,45,12/12/2014 9:14,"0.5,0.50000006",12/15/2014 22:00,"[0, 1]",0.49999994,B,Y,3.531605297,5.385061369,in,1st,2,-0.02020006,0.274155093
906,106082,9643,12/12/2014 11:22,"0.0011655384,1.6410689e-06,1.6410689e-06,0.3429448,1.6410689e-06,0.00084876904,1.6410689e-06,1.6410689e-06,1.6410689e-06,0.4056248,1.6410689e-06,1.6410689e-06,0.0008428644,1.6410689e-06,1.6410689e-06,1.6410689e-06,8.7062086e-05,1.6410689e-06,1.6410689e-06,0.00074481266,0.22010003,7.46219e-05,0.00085030403,0.00066446123,0.00067641493,8.311234e-05,0.024433548,0.00083416264,1.6410689e-06,1.6410689e-06",1/11/2015 22:59,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.519939718,B,Y,30.4846179,5.473703861,in,1st,2,0.014520398,0.233518519
326,106114,9643,12/12/2014 11:36,"0.9700001,0.030000001",12/31/2014 0:00,"[1, 0]",0.001799994,A,N,18.51603505,35.48396495,in,NA,2,0.000999994,1.024293981
467,106115,9643,12/12/2014 11:37,"0.0037109118,0.012154374,0.0031262098,0.012203889,0.018704686,0.95009995",12/31/2014 23:59,"[0, 0, 0, 0, 0, 1]",0.00163573,A,N,19.51543893,35.48454949,in,NA,2,0.001048439,0.001296296
467,106118,296,12/12/2014 11:39,"0.00074367016,0.0024357478,0.00062649534,0.0024456708,0.0037484362,0.98999995",12/31/2014 23:59,"[0, 0, 0, 0, 0, 1]",6.57E-05,A,N,19.51413231,35.48585612,in,NA,2,-0.001570038,0.002835648
1030,106120,9643,12/12/2014 11:41,"0.31000003,0.69",1/5/2015 22:59,"[1, 0]",0.952199959,A,N,24.47144387,35.48687789,in,NA,2,0.107199907,0.003136574
818,106121,9643,12/12/2014 11:42,"0.95,0.050000004",1/31/2015 9:59,"[0, 1]",1.804999992,A,N,49.92869986,35.48795523,in,NA,2,0.037799992,0.329525463
467,106122,9643,12/12/2014 11:43,"0.002967229,0.009718586,0.002499704,0.009758178,0.014956186,0.9601001",12/31/2014 23:59,"[0, 0, 0, 0, 0, 1]",0.001045809,A,N,19.51130142,35.48868701,in,NA,2,0.000980117,0.0015625
467,106124,45,12/12/2014 11:45,"0.0022235683,0.0072828685,0.0018732164,0.0073125376,0.011207797,0.9701",12/31/2014 23:59,"[0, 0, 0, 0, 0, 1]",0.000587288,A,N,19.50974328,35.49024515,in,NA,2,-0.000458521,0.007013889
1030,106123,296,12/12/2014 11:45,"0.36,0.64",1/5/2015 22:59,"[1, 0]",0.8192,A,N,24.4682999,35.49002186,in,NA,2,-0.132999959,0.007453704
467,106125,9643,12/12/2014 11:56,"0.0029672363,0.009718611,0.0024997098,0.009758201,0.014956223,0.96009994",12/31/2014 23:59,"[0, 0, 0, 0, 0, 1]",0.001045814,A,N,19.50272561,35.49726282,in,NA,2,0.000458526,0.011631944
1030,106126,9643,12/12/2014 11:56,"0.32000002,0.68",1/5/2015 22:59,"[1, 0]",0.924799973,A,N,24.46085338,35.49746838,in,NA,2,0.105599973,0.018194444
467,106129,176,12/12/2014 12:12,"0.0014799001,0.004847128,0.0012467226,0.004866872,0.0074593704,0.9801",12/31/2014 23:59,"[0, 0, 0, 0, 0, 1]",0.000260145,A,N,19.49109083,35.50889759,in,NA,2,-0.00078567,0.113333333
1030,106139,9845,12/12/2014 12:22,"0.35000002,0.65",1/5/2015 22:59,"[1, 0]",0.844999974,A,N,24.44265652,35.51566524,in,NA,2,-0.079799999,0.885972222
877,106145,20,12/12/2014 13:11,"0.19999999,0.79999995",2/26/2015 23:59,"[0, 1]",0.080000016,B,Y,76.45038431,5.549604117,in,1st,2,-0.044999984,2.441145833
467,106147,796,12/12/2014 14:56,"0.00073623174,0.0024113853,0.0006202288,0.0024212077,0.0037109433,0.9901",12/31/2014 23:59,"[0, 0, 0, 0, 0, 1]",6.44E-05,A,N,19.3777571,35.62223132,in,NA,2,-0.000195761,1.614351852
1023,106148,9845,12/12/2014 15:38,"0.88000005,0.12000002",12/31/2014 23:59,"[1, 0]",0.028799993,N,NA,19.34842096,NA,out,NA,2,-0.016200007,1.091909722
352,106153,45,12/12/2014 15:49,"0.4,0.6",12/15/2014 22:00,"[0, 1]",0.32,B,Y,3.2574523,5.659214367,in,1st,2,-0.17999994,0.233321759
452,106157,2075,12/12/2014 16:45,"0.38000005,0.61999995",2/6/2015 9:59,"[0, 1]",0.288800076,A,N,55.71839402,35.69826107,in,NA,2,-0.015399846,1.538240741
404,106160,10351,12/12/2014 16:55,"0.080000006,0.91999996",2/11/2015 23:59,"[0, 1]",0.012800007,B,Y,61.2937534,5.705552153,in,1st,2,-0.007199995,0.187048611
343,106162,10351,12/12/2014 16:56,"0.06999998,0.93",3/4/2015 23:59,"[0, 1]",0.009799997,B,Y,82.29424078,5.705747641,in,1st,2,-0.003000012,0.209710648
469,106164,10351,12/12/2014 16:56,"0.97,0.030000001",12/31/2014 23:59,"[1, 0]",0.0018,B,Y,19.29392292,5.706065505,in,1st,2,-0.018199991,0.719930556
213,106166,10351,12/12/2014 16:57,"0.97,0.030000001",12/31/2014 23:00,"[1, 0]",0.0018,B,Y,19.25191609,5.706417239,in,1st,2,-0.003199999,0.716469907
906,106169,10351,12/12/2014 16:58,"0.0009998869,1.4078329e-06,1.4078329e-06,0.294204,1.4078329e-06,0.0007281382,1.4078329e-06,1.4078329e-06,1.4078329e-06,0.4901,1.4078329e-06,1.4078329e-06,0.0007230728,1.4078329e-06,1.4078329e-06,1.4078329e-06,7.468843e-05,1.4078329e-06,1.4078329e-06,0.00063895655,0.18881845,6.401631e-05,0.00072945503,0.0005700251,0.0005802799,7.130005e-05,0.020960946,0.0007156077,1.4078329e-06,1.4078329e-06",1/11/2015 22:59,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.382649954,B,Y,30.25109029,5.707231465,in,1st,2,-0.137289764,0.001493056
907,106171,10351,12/12/2014 16:58,"0.0025831368,9.3112794e-05,0.0022774958,1.6795308e-05,1.6959635e-05,1.7125676e-05,1.7293372e-05,1.7462828e-05,0.00080798584,1.7633964e-05,1.7806857e-05,0.35009998,0.001051646,0.27552754,0.00043887037,1.8313185e-05,1.8135175e-05,1.7958993e-05,1.8493032e-05,2.1423079e-05,0.00054428,1.8674671e-05,1.9214029e-05,0.008860667,4.8101996e-05,0.0005566898,1.9593994e-05,0.3568178,1.9786869e-05",1/11/2015 22:59,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0.612261709,B,Y,30.25096098,5.707360782,in,1st,2,0.047058983,0.001412037
937,106168,10351,12/12/2014 16:58,"0.96999997,0.029999997",12/31/2014 23:59,"[1, 0]",0.001800002,B,Y,19.29288944,5.707098983,in,1st,2,-0.001399995,0.717546296
906,106173,10077,12/12/2014 17:00,"0.0011655387,1.6410693e-06,1.6410693e-06,0.3429449,1.6410693e-06,0.00084876927,1.6410693e-06,1.6410693e-06,1.6410693e-06,0.40562493,1.6410693e-06,1.6410693e-06,0.0008428647,1.6410693e-06,1.6410693e-06,1.6410693e-06,8.70621e-05,1.6410693e-06,1.6410693e-06,0.00074481283,0.22010012,7.462192e-05,0.00085030426,0.0006644614,0.00067641516,8.311236e-05,0.024433559,0.00083416287,1.6410693e-06,1.6410693e-06",1/11/2015 22:59,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.519939672,B,Y,30.24959829,5.708723474,in,1st,2,0.137289718,0.278240741
907,106174,10077,12/12/2014 17:00,"0.0027516854,9.918839e-05,0.002426102,1.7891198e-05,1.8066252e-05,1.8243125e-05,1.842176e-05,1.8602275e-05,0.00086070684,1.8784578e-05,1.8968754e-05,0.3076943,0.0011202657,0.29350567,0.0004675066,1.9508117e-05,1.9318493e-05,1.9130817e-05,1.96997e-05,2.282093e-05,0.00057979417,1.989319e-05,2.0467744e-05,0.009438826,5.1240644e-05,0.00059301377,2.0872494e-05,0.38010013,2.107796e-05",1/11/2015 22:59,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0.565202679,B,Y,30.24955298,5.708768783,in,1st,2,-0.047059029,0.278321759
704,106175,821,12/12/2014 17:01,"0.94,0.06",12/31/2014 22:59,"[1, 0]",0.0072,A,N,19.24916828,35.70915348,in,NA,2,-0.012799996,0.104155093
583,106176,821,12/12/2014 17:03,"0.98,0.019999998",12/31/2014 23:59,"[1, 0]",0.0008,A,N,19.28956405,35.71042438,in,NA,2,0.0006,0.002233796
76,106177,821,12/12/2014 17:04,"0.97999996,0.02",12/31/2014 23:59,"[1, 0]",0.000800002,A,N,19.28827129,35.71171714,in,NA,2,-0.009000007,0.92912037
583,106178,296,12/12/2014 17:06,"0.99,0.010000001",12/31/2014 23:59,"[1, 0]",0.0002,A,N,19.28733355,35.71265488,in,NA,2,-0.0006,1.062789352
702,106179,821,12/12/2014 17:06,"0.95,0.050000004",12/31/2014 23:59,"[1, 0]",0.005,A,N,19.28732093,35.71266749,in,NA,2,-0.002199992,0.015
702,106180,372,12/12/2014 17:27,"0.97,0.030000001",12/31/2014 23:59,"[1, 0]",0.0018,A,N,19.27231935,35.72766908,in,NA,2,-0.0032,0.91337963
704,106182,9638,12/12/2014 19:31,"0.93,0.07000001",12/31/2014 22:59,"[1, 0]",0.009800001,A,N,19.14501443,35.81330733,in,NA,2,0.002600001,0.978877315
204,106183,9638,12/12/2014 19:35,"0.88,0.120000005",12/31/2014 23:59,"[1, 0]",0.028800001,A,N,19.18379383,35.8161946,in,NA,2,0.004600001,1.418726852
818,106184,9638,12/12/2014 19:37,"0.94000006,0.06",1/31/2015 9:59,"[0, 1]",1.767200113,A,N,49.59917336,35.81748173,in,NA,2,-0.03779988,2.732418981
1041,106187,9638,12/12/2014 19:40,"0.9,0.1",12/31/2014 23:59,"[1, 0]",0.02,A,N,19.18054274,35.81944569,in,NA,2,0.015000005,0.922280093
905,106188,9638,12/12/2014 19:55,"0.32677567,0.6200967,0.04263076,0.008096903,0.0024223854",1/11/2015 23:59,"[1, 0, 0, 0, 0]",0.228084744,A,N,30.17003549,35.82995294,in,NA,2,-0.017491851,0.000231481
905,106189,9638,12/12/2014 19:55,"0.30009985,0.6446669,0.044319935,0.008417729,0.0025183682",1/11/2015 23:59,"[1, 0, 0, 0, 0]",0.24651813,A,N,30.16980966,35.83017876,in,NA,2,0.018433386,4.599108796
321,106194,9638,12/12/2014 19:56,"0.033760354,0.9600998,0.0018357651,0.0019370876,0.002366955",12/31/2014 0:00,"[0, 1, 0, 0, 0]",0.000600793,A,N,18.16878578,35.83121422,in,NA,2,0.000239149,0.003368056
420,106191,9638,12/12/2014 19:56,"0.31,0.69000006",3/4/2015 23:59,"[0, 1]",0.192199963,A,N,82.16938728,35.83060115,in,NA,2,-0.039000037,1.405532407
447,106195,9638,12/12/2014 19:58,"0.30999997,0.69",2/6/2015 10:59,"[0, 1]",0.192199981,A,N,55.62613511,35.83218665,in,NA,2,0.035399981,1.404143519
173,106199,9638,12/12/2014 20:01,"0.98,0.019999998",12/31/2014 23:59,"[1, 0]",0.0008,A,N,19.16548762,35.83450081,in,NA,2,0.0006,7.627881944
321,106200,296,12/12/2014 20:01,"0.01,0.9869008,0.0009266571,0.0009778026,0.0011947909",12/31/2014 0:00,"[0, 1, 0, 0, 0]",5.79E-05,A,N,18.16542476,35.83457524,in,NA,2,-0.000542917,0.002094907
875,106198,9638,12/12/2014 20:01,"0.25,0.74999994",2/26/2015 23:59,"[0, 1]",0.12500003,A,N,76.16564417,35.83434425,in,NA,2,0.060200055,5.851921296
321,106205,9638,12/12/2014 20:04,"0.030459877,0.9600999,0.0028225856,0.0029783745,0.003639318",12/31/2014 0:00,"[0, 1, 0, 0, 0]",0.00053698,A,N,18.16333079,35.83666921,in,NA,2,0.000479103,0.561979167
355,106209,9638,12/12/2014 20:12,"0.9,0.1",1/1/2015 0:00,"[0, 1]",1.62,A,N,19.15764332,35.84235668,in,NA,2,-0.072800018,1.393275463
403,106207,9638,12/12/2014 20:12,"0.74,0.26",2/11/2015 23:59,"[0, 1]",1.0952,A,N,61.15789127,35.84209715,in,NA,2,-0.0906,0.569421296
856,106222,9638,12/12/2014 21:02,"0.95,0.050000004",12/31/2014 23:59,"[1, 0]",0.005,A,N,19.1231707,35.87681772,in,NA,2,0.0034756,7.551712963
192,106225,10383,12/12/2014 21:13,"0.96,0.040000003",12/31/2014 0:00,"[1, 0]",0.0032,B,Y,18.11583809,5.884161909,in,1st,2,0.0024,0.012118056
189,106227,10383,12/12/2014 21:16,"0.95,0.05",12/22/2014 23:59,"[1, 0]",0.005,B,Y,10.11293278,5.886372779,in,1st,2,0.003199998,0.011666667
102,106229,10383,12/12/2014 21:18,"0.040000033,0.9600001",12/31/2014 0:00,"[1, 0]",1.843200129,B,Y,18.11189497,5.888105034,in,1st,2,1.842234115,0.0009375
199,106231,10383,12/12/2014 21:19,"0.08,0.91999996",12/30/2014 23:00,"[1, 0]",1.692799926,B,Y,18.06998196,5.888351378,in,1st,2,1.69224606,0.000543981
459,106232,10383,12/12/2014 21:19,"0.01,0.99",12/31/2014 23:59,"[1, 0]",1.9602,B,Y,19.11152682,5.888461607,in,1st,2,1.9584,0.000381944
459,106233,9638,12/12/2014 21:19,"0.92,0.08",12/31/2014 23:59,"[1, 0]",0.0128,B,Y,19.11113879,5.888849641,in,1st,2,-1.9474,0.000138889
102,106237,9638,12/12/2014 21:20,"0.9100003,0.08999974",12/31/2014 0:00,"[1, 0]",0.016199899,B,Y,18.11095351,5.889046492,in,1st,2,-1.827000229,0.008888889
199,106234,9638,12/12/2014 21:20,"0.94,0.06000003",12/30/2014 23:00,"[1, 0]",0.007200004,B,Y,18.06943501,5.888898324,in,1st,2,-1.685599923,0.009328704
459,106236,45,12/12/2014 21:20,"0.96,0.04",12/31/2014 23:59,"[1, 0]",0.0032,B,Y,19.11100198,5.888986446,in,1st,2,-0.0096,0.0075
154,106239,9638,12/12/2014 21:21,"0.02999997,0.9700001",12/30/2014 22:00,"[0, 1]",0.001799992,A,N,18.02693883,35.88972784,in,NA,2,0.00099999,1.14181713
352,106245,9638,12/12/2014 21:25,"0.42,0.58",12/15/2014 22:00,"[0, 1]",0.3528,B,Y,3.024127956,5.89253871,in,1st,2,0.0328,0.006574074
404,106246,9638,12/12/2014 21:25,"0.09999997,0.90000004",2/11/2015 23:59,"[0, 1]",0.019999986,B,Y,61.10670333,5.892602227,in,1st,2,0.007199979,0.006412037
192,106248,10261,12/12/2014 21:30,"0.98,0.019999998",12/31/2014 0:00,"[1, 0]",0.0008,B,Y,18.10372324,5.896276756,in,1st,2,-0.0024,2.571747685
459,106249,10261,12/12/2014 21:30,"0.97999996,0.02",12/31/2014 23:59,"[1, 0]",0.000800002,B,Y,19.10349717,5.896491251,in,1st,2,-0.002399998,2.572719907
102,106251,10261,12/12/2014 21:33,"0.98000014,0.020000003",12/31/2014 0:00,"[1, 0]",0.000799995,B,Y,18.10206606,5.89793394,in,1st,2,-0.015399905,0.819409722
189,106252,10261,12/12/2014 21:33,"0.97999996,0.019999996",12/22/2014 23:59,"[1, 0]",0.000800001,B,Y,10.10126681,5.898038748,in,1st,2,-0.004199999,1.547060185
199,106254,10261,12/12/2014 21:33,"0.98,0.019999998",12/30/2014 23:00,"[1, 0]",0.0008,B,Y,18.06011504,5.89821829,in,1st,2,-0.006400004,1.220497685
352,106256,10261,12/12/2014 21:34,"0.4,0.6",12/15/2014 22:00,"[0, 1]",0.32,B,Y,3.017553572,5.899113095,in,1st,2,-0.0328,0.478796296
404,106255,10261,12/12/2014 21:34,"0.080000006,0.91999996",2/11/2015 23:59,"[0, 1]",0.012800007,B,Y,61.10028944,5.899016117,in,1st,2,-0.007199979,0.531585648
343,106257,10138,12/12/2014 21:58,"0.04999999,0.95",3/4/2015 23:59,"[0, 1]",0.004999999,B,Y,82.0845285,5.915459927,in,1st,2,-0.004799998,0.068275463
445,106263,9845,12/12/2014 22:07,"0.029999983,0.97",1/12/2015 23:59,"[0, 1]",0.001799999,B,Y,31.07804248,5.921945944,in,1st,2,0.000999999,0.581365741
360,106264,10138,12/12/2014 22:10,"0.74999994,0.25",3/4/2015 23:59,"[1, 0]",0.12500003,B,Y,82.07634672,5.92364171,in,1st,2,-0.079800002,0.061446759
343,106266,9643,12/12/2014 23:36,"0.07999998,0.92",3/4/2015 23:59,"[0, 1]",0.012799997,B,Y,82.0162593,5.983729123,in,1st,2,0.007799998,0.167407407
360,106268,9643,12/12/2014 23:38,"0.74,0.26000002",3/4/2015 23:59,"[1, 0]",0.13520001,B,Y,82.01489741,5.98509102,in,1st,2,0.01019998,0.02212963
906,106269,9643,12/12/2014 23:41,"0.0011371536,1.6011032e-06,1.6011032e-06,0.33459294,1.6011032e-06,0.0008280987,1.6011032e-06,1.6011032e-06,1.6011032e-06,0.42009988,1.6011032e-06,1.6011032e-06,0.0008223378,1.6011032e-06,1.6011032e-06,1.6011032e-06,8.494182e-05,1.6011032e-06,1.6011032e-06,0.0007266739,0.21473987,7.280461e-05,0.00082959625,0.0006482793,0.000659942,8.108827e-05,0.023838513,0.000813848,1.6011032e-06,1.6011032e-06",1/11/2015 22:59,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.49492348,B,Y,29.97136408,5.986957678,in,1st,2,-0.025016192,0.471400463
907,106270,9643,12/12/2014 23:41,"0.0027023759,9.7410964e-05,0.002382627,1.7570592e-05,1.774251e-05,1.7916213e-05,1.8091649e-05,1.826893e-05,0.0008452832,1.8447963e-05,1.862884e-05,0.32009992,0.0011001908,0.28824612,0.000459129,1.9158539e-05,1.897231e-05,1.8787998e-05,1.9346688e-05,2.2411985e-05,0.0005694044,1.953671e-05,2.0100968e-05,0.009269685,5.0322426e-05,0.0005823871,2.0498464e-05,0.37328884,2.070025e-05",1/11/2015 22:59,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0.578418386,B,Y,29.97123405,5.987087708,in,1st,2,0.013215707,0.471157407
917,106271,9643,12/12/2014 23:42,"0.103815384,0.14366727,0.14964034,0.1595749,0.029372292,0.028655173,0.10539573,0.11823048,0.029271344,0.1001,0.0012671808,0.0012671808,0.007308709,0.0072439546,0.008684134,0.0034059207,0.0031000397",1/13/2015 10:59,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.906335945,B,Y,31.47080233,5.987519434,in,1st,2,0.002565386,0.470289352
924,106272,9643,12/12/2014 23:43,"0.80860186,0.16010395,0.010213377,0.010440422,0.010665233",1/11/2015 23:59,"[1, 0, 0, 0, 0]",0.019085096,B,Y,30.01133545,5.988652973,in,1st,2,0.003462601,0.468981481
360,106273,276,12/13/2014 0:10,"0.7,0.3",3/4/2015 23:59,"[1, 0]",0.18,B,Y,81.99276875,6.007219679,in,1st,2,0.04479999,1.051550926
343,106288,176,12/13/2014 3:37,"0.089999974,0.91",3/4/2015 23:59,"[0, 1]",0.016199995,B,Y,81.848844,6.151144421,in,1st,2,0.003399999,0.239293981
352,106289,367,12/13/2014 9:04,"0.39061296,0.60938704",12/15/2014 22:00,"[0, 1]",0.305156969,B,Y,2.538755296,6.37791137,in,1st,2,-0.014843031,0.124652778
343,106290,5122,12/13/2014 9:22,"0.09999999,0.90000004",3/4/2015 23:59,"[0, 1]",0.01999999,B,Y,81.60955831,6.390430116,in,1st,2,0.003799995,0.112025463
819,106296,5122,12/13/2014 9:32,"0.60999995,0.39000002",1/31/2015 9:59,"[1, 0]",0.304200055,A,N,49.01906988,36.39758521,in,NA,2,-0.015799977,9.138368056
321,106298,5122,12/13/2014 9:34,"0.06099594,0.9201,0.005652231,0.005964198,0.007287739",12/31/2014 0:00,"[0, 1, 0, 0, 0]",0.002153294,A,N,17.60135389,36.39864611,in,NA,2,0.001616315,0.003784722
1030,106301,5122,12/13/2014 9:38,"0.58000004,0.42",1/5/2015 22:59,"[1, 0]",0.352799966,A,N,23.55668405,36.40163771,in,NA,2,-0.492200008,0.000972222
321,106305,296,12/13/2014 9:39,"0.020000003,0.9651764,0.0044322386,0.0046768696,0.005714734",12/31/2014 0:00,"[0, 1, 0, 0, 0]",0.000380187,A,N,17.59756228,36.40243772,in,NA,2,-0.001773107,0.000810185
1030,106306,296,12/13/2014 9:39,"0.41,0.59",1/5/2015 22:59,"[1, 0]",0.6962,A,N,23.55571276,36.402609,in,NA,2,0.343400034,0.000914352
321,106309,5122,12/13/2014 9:40,"0.045888405,0.92009956,0.010169417,0.010730702,0.013111999",12/31/2014 0:00,"[0, 1, 0, 0, 0]",0.002001479,A,N,17.59674868,36.40325132,in,NA,2,0.001621291,0.002719907
1030,106310,5122,12/13/2014 9:41,"0.51,0.48999998",1/5/2015 22:59,"[1, 0]",0.48019998,A,N,23.55479187,36.40352989,in,NA,2,-0.21600002,2.146111111
321,106315,296,12/13/2014 9:44,"0.020020666,0.9460414,0.01045614,0.009999998,0.013481687",12/31/2014 0:00,"[0, 1, 0, 0, 0]",0.001142882,A,N,17.59403785,36.40596215,in,NA,2,-0.000858597,0.002314815
918,106319,5122,12/13/2014 9:45,"0.10153518,0.18010001,0.10427411,0.10440165,0.031496055,0.009305225,0.08104642,0.19152638,0.044430446,0.06384013,0.011430367,0.011020855,0.0061285016,0.034733325,0.0067363814,0.011153136,0.006841873",1/13/2015 13:00,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.90780665,A,N,31.13505724,36.40660942,in,NA,2,-0.028623303,2.04556713
321,106322,5122,12/13/2014 9:47,"0.033356287,0.91010016,0.017420897,0.016660923,0.022461738",12/31/2014 0:00,"[0, 1, 0, 0, 0]",0.003172463,A,N,17.59171854,36.40828146,in,NA,2,0.002029582,1.052094907
328,106326,5122,12/13/2014 9:50,"0.15000005,0.84999996",2/11/2015 23:59,"[0, 1]",0.045000027,A,N,60.58964479,36.41034364,in,NA,2,0.025000035,0.824918981
403,106329,5122,12/13/2014 9:52,"0.65999997,0.34",2/11/2015 23:59,"[0, 1]",0.87119996,A,N,60.588469,36.41151942,in,NA,2,-0.22400004,0.824409722
419,106328,5122,12/13/2014 9:52,"0.9,0.10000001",12/30/2014 23:00,"[1, 0]",0.020000002,A,N,17.54700752,36.41132582,in,NA,2,0.015000002,0.822199074
193,106330,5122,12/13/2014 9:53,"0.039999977,0.96000004",12/31/2014 0:00,"[0, 1]",0.003199995,A,N,17.58800678,36.41199322,in,NA,2,0.002426693,0.27974537
213,106335,10497,12/13/2014 10:08,"0.6880145,0.31198555",12/31/2014 23:00,"[1, 0]",0.194669936,B,Y,18.53544627,6.422887063,in,1st,2,0.192869936,0.00037037
213,106336,5122,12/13/2014 10:09,"0.95,0.05",12/31/2014 23:00,"[1, 0]",0.005,B,Y,18.53507588,6.423257453,in,1st,2,-0.189669936,0.031099537
937,106339,10497,12/13/2014 10:11,"0.060000002,0.94",12/31/2014 23:59,"[1, 0]",1.767199996,B,Y,18.57534643,6.424641997,in,1st,2,1.765399995,0.000243056
937,106340,5122,12/13/2014 10:11,"0.84999996,0.15",12/31/2014 23:59,"[1, 0]",0.045000012,B,Y,18.5750997,6.424888729,in,1st,2,-1.722199984,0.001296296
705,106341,10497,12/13/2014 10:12,"0.1,0.9",12/31/2014 22:59,"[1, 0]",1.62,B,Y,18.53290107,6.425420688,in,1st,2,1.618199998,0.000138889
705,106342,5122,12/13/2014 10:12,"0.88,0.12",12/31/2014 22:59,"[1, 0]",0.0288,B,Y,18.53276199,6.42555977,in,1st,2,-1.5912,0.010902778
469,106343,10497,12/13/2014 10:13,"0.029999997,0.96999997",12/31/2014 23:59,"[1, 0]",1.881799948,B,Y,18.5739897,6.425998728,in,1st,2,1.879999948,0.000219907
469,106345,5122,12/13/2014 10:13,"0.79999983,0.20000018",12/31/2014 23:59,"[1, 0]",0.08000014,B,Y,18.57376808,6.426220349,in,1st,2,-1.801799808,0.010046296
937,106344,296,12/13/2014 10:13,"0.93000007,0.07000001",12/31/2014 23:59,"[1, 0]",0.009799992,B,Y,18.57380007,6.426188355,in,1st,2,-0.03520002,0.010162037
733,106346,10497,12/13/2014 10:14,"0.08,0.91999996",12/31/2014 23:59,"[1, 0]",1.692799926,B,Y,18.57331664,6.426671788,in,1st,2,1.690999927,0.000173611
733,106347,5122,12/13/2014 10:14,"0.7999999,0.20000008",12/31/2014 23:59,"[1, 0]",0.080000072,B,Y,18.573146,6.426842426,in,1st,2,-1.612799854,0.003310185
733,106354,296,12/13/2014 10:19,"0.9,0.10000001",12/31/2014 23:59,"[1, 0]",0.020000002,B,Y,18.56983535,6.430153075,in,1st,2,-0.06000007,0.005185185
404,106355,5122,12/13/2014 10:20,"0.06999997,0.93",2/11/2015 23:59,"[0, 1]",0.009799996,B,Y,60.56870664,6.430598917,in,1st,2,-0.003000012,0.072256944
417,106356,5122,12/13/2014 10:20,"0.06999997,0.93",12/31/2014 0:00,"[1, 0]",1.729800056,B,Y,17.56930138,6.43069862,in,1st,2,0.03700014,0.046331019
733,106357,9685,12/13/2014 10:26,"0.95,0.049999993",12/31/2014 23:59,"[1, 0]",0.004999999,B,Y,18.56464489,6.435343536,in,1st,2,-0.015000003,0.017199074
469,106361,9685,12/13/2014 10:28,"0.95000005,0.05",12/31/2014 23:59,"[1, 0]",0.004999995,B,Y,18.5637215,6.436266923,in,1st,2,-0.075000145,0.01650463
