max_score,sampled_at,user_id
5054.90025515,2014-10-21 00:00:00,6103
5054.76209183,2014-10-21 00:00:00,3232
5054.49639209,2014-10-21 00:00:00,1953
5054.44056147,2014-10-21 00:00:00,6183
5054.28933342,2014-10-21 00:00:00,1097
5054.06043737,2014-10-21 00:00:00,1205
5054.00611093,2014-10-21 00:00:00,3673
5053.7230739,2014-10-21 00:00:00,5002
5053.67562757,2014-10-21 00:00:00,3225
5053.58760554,2014-10-21 00:00:00,4423
5053.58142558,2014-10-17 00:00:00,3360
5053.51815893,2014-10-20 00:00:00,897
5053.33981832,2014-10-21 00:00:00,5475
5053.33981832,2014-10-21 00:00:00,6220
5053.12903958,2014-10-09 00:00:00,335
5052.90457536,2014-10-21 00:00:00,4120
5052.85244318,2014-10-21 00:00:00,5744
5052.60688117,2014-10-21 00:00:00,4387
5052.4703254,2014-10-15 00:00:00,2193
5051.96957999,2014-10-15 00:00:00,1050
5051.93452738,2014-10-09 00:00:00,1077
5051.9020175,2014-11-07 00:00:00,8018
5051.80313933,2014-10-09 00:00:00,9322
5051.77924935,2014-10-13 00:00:00,8954
5051.48701324,2014-10-21 00:00:00,3826
5051.26795065,2014-10-21 00:00:00,5503
5051.15421215,2014-10-10 00:00:00,4275
5051.10469578,2014-10-09 00:00:00,8976
5050.83478776,2014-10-09 00:00:00,9283
5050.81894075,2014-10-21 00:00:00,5631
5050.8155684,2014-10-21 00:00:00,3287
5050.8155684,2014-10-21 00:00:00,3340
5050.81556219,2014-10-21 00:00:00,3399
5050.81555599,2014-10-21 00:00:00,6437
5050.73441559,2014-10-21 00:00:00,4062
5050.73438698,2014-10-21 00:00:00,3375
5050.55613016,2014-11-24 00:00:00,9152
5050.48343666,2014-10-21 00:00:00,4950
5050.45804224,2014-10-21 00:00:00,5076
5050.20854959,2014-10-09 00:00:00,8950
5050.17612654,2014-10-21 00:00:00,5669
5050.09043461,2014-10-09 00:00:00,312
5049.69567275,2014-11-08 00:00:00,2912
5049.65184191,2014-10-21 00:00:00,6102
5049.48979459,2014-10-21 00:00:00,3753
5049.00000155,2014-10-21 00:00:00,6171
5048.9323887,2014-10-09 00:00:00,9803
5048.45416965,2014-10-21 00:00:00,4615
5048.41291064,2014-10-21 00:00:00,8235
5048.22920138,2014-10-21 00:00:00,3216
5048.19741753,2014-10-15 00:00:00,5287
5047.66975489,2014-10-09 00:00:00,3188
5047.63880171,2014-10-21 00:00:00,2308
5047.42105704,2014-10-21 00:00:00,4479
5047.37661336,2014-10-21 00:00:00,4157
5047.33608675,2014-10-21 00:00:00,6797
5047.19408989,2014-10-21 00:00:00,3918
5047.19134862,2014-10-09 00:00:00,1938
5047.18491977,2014-10-21 00:00:00,4303
5046.79255417,2014-10-21 00:00:00,3384
5046.7925483,2014-10-21 00:00:00,3836
5046.79254439,2014-10-21 00:00:00,4363
5046.79254439,2014-10-21 00:00:00,4368
5046.79254439,2014-10-21 00:00:00,4226
5046.69802604,2014-10-21 00:00:00,4995
5046.5726682,2014-11-22 00:00:00,6684
5046.56771546,2014-10-21 00:00:00,5150
5046.53965008,2014-10-21 00:00:00,4781
5046.40229768,2014-10-21 00:00:00,4000
5046.38985281,2014-10-10 00:00:00,6421
5046.34555542,2014-10-09 00:00:00,1193
5046.2208898,2014-10-21 00:00:00,730
5046.14761992,2014-10-21 00:00:00,5983
5045.9600277,2014-10-21 00:00:00,816
5045.89276901,2014-10-11 00:00:00,2357
